;; ;;Palgainfo;;;Ettevõtete arv;;;;Töötajatega ettevõtete arv  ;;;Käibemaksuinfo;;;;Tööjõumaksud;
KUU;MAAKOND;KOHALIK OMAVALITSUS;TEGEVUSALA;Keskmine palk sellel tegevusalal omavalitsuse territooriumil tegutsevates ettevõtetes (eurodes);Keskmine palk Eestis (eurodes);Keskmine palk sellel tegevusalal (eurodes);Juriidiliste isikute arv omavalitsuses;Tegutsevate ettevõtete arv omavalitsuses;Tegutsevate ettevõtete arv Eestis;Tegutsevate ettevõtete arv sellel tegevusalal  ;Töötajatega ettevõtete arv omavalitsuses;Töötajatega ettevõtete arv Eestis;Töötajatega ettevõtete arv sellel tegevusalal Eestis;Deklaratsiooni KMD esitavate juriidiliste isikute arv omavalitsuses;Käive kokku (eurodes);Eksport  (eurodes);Tasumisele kuuluv käibemaks (eurodes);Omavalitsuse tööandjate deklaratsioonis TSD märgitud töötajate arv;Omavalitsuse tööandjate  deklareeritud tööjõumaksud (eurodes)
4;Rapla maakond;KEHTNA VALD;HALDUS- JA ABITEGEVUSED;1572;2103;1852;56;21;96187;5330;6;61548;3297;26;174821;0;16365;8;5714
4;Rapla maakond;KEHTNA VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1405;2103;2178;4;;96187;;;61548;;0;0;0;0;288;206333
4;Rapla maakond;KEHTNA VALD;HARIDUS;1784;2103;2294;28;5;96187;1451;4;61548;994;2;19593;0;2266;70;58771
4;Rapla maakond;KEHTNA VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;1910;2103;2657;16;4;96187;1750;4;61548;1640;0;0;0;0;38;30647
4;Rapla maakond;KEHTNA VALD;KUNST, MEELELAHUTUS JA VABA AEG;1363;2103;1688;60;4;96187;2437;1;61548;1400;7;33906;0;2492;10;6363
4;Rapla maakond;KEHTNA VALD;MUUD TEENINDAVAD TEGEVUSED;939;2103;1454;65;13;96187;4523;11;61548;3748;6;95500;0;5714;12;4716
4;Rapla maakond;KEHTNA VALD;Tegevusala määramata;;2103;1597;1;;96187;11;;61548;9;0;0;0;0;;
4;Rapla maakond;KOHILA VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1143;2103;1574;33;9;96187;4009;7;61548;2746;16;178468;0;7284;19;6212
4;Rapla maakond;KOHILA VALD;TÖÖTLEV TÖÖSTUS;2013;2103;1878;98;54;96187;7267;42;61548;5637;63;15792530;3237602;-335891;717;761712
4;Rapla maakond;KOHILA VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;;2103;4194;2;2;96187;675;;61548;175;2;1659;0;342;;
4;Rapla maakond;KOHILA VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";2064;2103;1835;3;2;96187;264;2;61548;211;1;94364;0;13240;8;9077
4;Rapla maakond;KOHILA VALD;EHITUS;1277;2103;1782;217;116;96187;12038;82;61548;8986;144;1563650;0;71396;229;122793
4;Rapla maakond;KOHILA VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1402;2103;1762;162;77;96187;16741;47;61548;10886;98;1614206;215;25156;107;58696
4;Rapla maakond;KOHILA VALD;VEONDUS JA LAONDUS;1128;2103;1985;49;33;96187;5418;23;61548;4017;34;418929;0;23335;47;21226
4;Rapla maakond;KOHILA VALD;MAJUTUS JA TOITLUSTUS;893;2103;1315;26;10;96187;3261;7;61548;2426;12;82549;0;-1372;20;6327
4;Rapla maakond;KOHILA VALD;INFO JA SIDE;1761;2103;3609;73;25;96187;8194;10;61548;3524;27;118332;0;14191;12;7983
4;Rapla maakond;KOHILA VALD;FINANTS- JA KINDLUSTUSTEGEVUS;;2103;3416;16;;96187;1090;;61548;735;1;0;0;0;;
4;Rapla maakond;KOHILA VALD;KINNISVARAALANE TEGEVUS;1366;2103;1583;86;25;96187;7045;17;61548;2942;27;150737;0;1525;37;20596
4;Rapla maakond;KOHILA VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1835;2103;2455;154;62;96187;14547;34;61548;8075;62;264954;37;20403;50;38275
4;Rapla maakond;KOHILA VALD;HALDUS- JA ABITEGEVUSED;1622;2103;1852;96;41;96187;5330;16;61548;3297;44;282217;0;13928;22;13455
4;Rapla maakond;KOHILA VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1640;2103;2178;2;;96187;;;61548;;0;0;0;0;370;287846
4;Rapla maakond;KOHILA VALD;HARIDUS;1008;2103;2294;40;3;96187;1451;2;61548;994;6;22050;0;1438;5;2283
4;Rapla maakond;KOHILA VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;2172;2103;2657;26;7;96187;1750;7;61548;1640;0;0;0;0;110;74577
4;Rapla maakond;KOHILA VALD;KUNST, MEELELAHUTUS JA VABA AEG;1382;2103;1688;96;12;96187;2437;9;61548;1400;14;101296;0;7969;17;9588
4;Rapla maakond;KOHILA VALD;MUUD TEENINDAVAD TEGEVUSED;1216;2103;1454;94;23;96187;4523;18;61548;3748;12;74874;0;7802;34;12822
4;Rapla maakond;KOHILA VALD;Tegevusala määramata;;2103;1597;1;;96187;11;;61548;9;0;0;0;0;;
4;Rapla maakond;MÄRJAMAA VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1539;2103;1574;166;72;96187;4009;47;61548;2746;110;1145985;0;-273829;135;93080
4;Rapla maakond;MÄRJAMAA VALD;MÄETÖÖSTUS;1519;2103;2238;6;4;96187;136;2;61548;100;6;1075043;0;8270;40;30421
4;Rapla maakond;MÄRJAMAA VALD;TÖÖTLEV TÖÖSTUS;1584;2103;1878;91;55;96187;7267;41;61548;5637;55;4011829;570;-18425;384;295427
4;Rapla maakond;MÄRJAMAA VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";2015;2103;1835;3;2;96187;264;2;61548;211;3;103174;0;11002;11;12244
4;Rapla maakond;MÄRJAMAA VALD;EHITUS;1519;2103;1782;160;96;96187;12038;75;61548;8986;106;2211983;0;126269;230;161371
4;Rapla maakond;MÄRJAMAA VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1188;2103;1762;125;62;96187;16741;38;61548;10886;78;1488133;0;47923;127;64989
4;Rapla maakond;MÄRJAMAA VALD;VEONDUS JA LAONDUS;1184;2103;1985;58;38;96187;5418;29;61548;4017;43;1130526;0;35551;99;53002
4;Rapla maakond;MÄRJAMAA VALD;MAJUTUS JA TOITLUSTUS;973;2103;1315;32;14;96187;3261;11;61548;2426;18;142616;0;6118;35;11132
4;Rapla maakond;MÄRJAMAA VALD;INFO JA SIDE;1307;2103;3609;33;18;96187;8194;10;61548;3524;19;64960;1527;5535;12;5244
4;Rapla maakond;MÄRJAMAA VALD;FINANTS- JA KINDLUSTUSTEGEVUS;;2103;3416;22;;96187;1090;;61548;735;0;0;0;0;;
4;Rapla maakond;MÄRJAMAA VALD;KINNISVARAALANE TEGEVUS;889;2103;1583;57;17;96187;7045;8;61548;2942;16;80425;0;4587;9;2240
4;Rapla maakond;MÄRJAMAA VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1314;2103;2455;115;47;96187;14547;28;61548;8075;44;173825;0;1767;39;19466
4;Rapla maakond;MÄRJAMAA VALD;HALDUS- JA ABITEGEVUSED;1054;2103;1852;82;25;96187;5330;17;61548;3297;25;103666;0;6142;24;9428
4;Rapla maakond;MÄRJAMAA VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";2242;2103;2178;5;;96187;;;61548;;0;0;0;0;387;303784
4;Rapla maakond;MÄRJAMAA VALD;HARIDUS;1993;2103;2294;32;6;96187;1451;5;61548;994;5;24876;0;1928;67;52398
4;Rapla maakond;MÄRJAMAA VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;2060;2103;2657;20;10;96187;1750;10;61548;1640;4;314441;0;-4869;138;132868
4;Rapla maakond;MÄRJAMAA VALD;KUNST, MEELELAHUTUS JA VABA AEG;1024;2103;1688;73;8;96187;2437;3;61548;1400;12;45657;0;680;15;6044
4;Rapla maakond;MÄRJAMAA VALD;MUUD TEENINDAVAD TEGEVUSED;969;2103;1454;116;24;96187;4523;20;61548;3748;13;143705;0;1877;31;9629
4;Rapla maakond;MÄRJAMAA VALD;Tegevusala määramata;;2103;1597;6;;96187;11;;61548;9;0;0;0;0;;
4;Rapla maakond;RAPLA VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1625;2103;1574;187;78;96187;4009;41;61548;2746;115;2782104;2000;-190515;223;181225
4;Rapla maakond;RAPLA VALD;MÄETÖÖSTUS;1731;2103;2238;7;5;96187;136;4;61548;100;7;232506;0;-5453;11;8117
4;Rapla maakond;RAPLA VALD;TÖÖTLEV TÖÖSTUS;1724;2103;1878;151;80;96187;7267;62;61548;5637;81;7419835;634974;57477;647;565937
4;Rapla maakond;RAPLA VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;1676;2103;4194;5;3;96187;675;2;61548;175;4;27361;0;-1072;4;4430
4;Rapla maakond;RAPLA VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";1575;2103;1835;10;4;96187;264;4;61548;211;4;263257;0;14125;17;13366
4;Rapla maakond;RAPLA VALD;EHITUS;1369;2103;1782;330;169;96187;12038;130;61548;8986;199;5085655;114428;348186;478;303786
4;Rapla maakond;RAPLA VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1819;2103;1762;286;152;96187;16741;86;61548;10886;179;12302496;1213668;442351;537;468303
4;Rapla maakond;RAPLA VALD;VEONDUS JA LAONDUS;1176;2103;1985;90;51;96187;5418;38;61548;4017;58;3539372;7366;89124;220;118173
4;Rapla maakond;RAPLA VALD;MAJUTUS JA TOITLUSTUS;1110;2103;1315;52;21;96187;3261;15;61548;2426;26;248659;0;17443;78;36609
4;Rapla maakond;RAPLA VALD;INFO JA SIDE;1383;2103;3609;85;31;96187;8194;16;61548;3524;30;199646;0;14294;29;17366
4;Rapla maakond;RAPLA VALD;KINNISVARAALANE TEGEVUS;1179;2103;1583;134;39;96187;7045;15;61548;2942;50;651120;0;590;43;20033
4;Rapla maakond;RAPLA VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1536;2103;2455;272;100;96187;14547;64;61548;8075;107;650356;0;51132;107;66447
4;Rapla maakond;RAPLA VALD;HALDUS- JA ABITEGEVUSED;1067;2103;1852;135;41;96187;5330;29;61548;3297;44;530833;0;39209;76;33179
4;Rapla maakond;RAPLA VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1638;2103;2178;8;;96187;;;61548;;0;0;0;0;708;539255
4;Rapla maakond;RAPLA VALD;HARIDUS;2366;2103;2294;80;15;96187;1451;11;61548;994;7;60072;0;9116;98;69145
4;Rapla maakond;RAPLA VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;2473;2103;2657;45;16;96187;1750;16;61548;1640;4;35600;0;-4407;287;266678
4;Rapla maakond;RAPLA VALD;KUNST, MEELELAHUTUS JA VABA AEG;1246;2103;1688;201;22;96187;2437;14;61548;1400;31;155510;0;7042;80;35178
4;Rapla maakond;RAPLA VALD;MUUD TEENINDAVAD TEGEVUSED;1374;2103;1454;218;52;96187;4523;46;61548;3748;28;296584;0;34929;114;60327
4;Saare maakond;MUHU VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1253;2103;1574;41;11;96187;4009;7;61548;2746;20;29469;0;-7866;13;7404
4;Saare maakond;MUHU VALD;TÖÖTLEV TÖÖSTUS;1116;2103;1878;32;14;96187;7267;10;61548;5637;18;195880;89069;1478;52;24838
4;Saare maakond;MUHU VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;;2103;4194;5;4;96187;675;;61548;175;5;5627;0;-5354;;
4;Saare maakond;MUHU VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";;2103;1835;3;2;96187;264;;61548;211;2;7064;0;266;;
4;Saare maakond;MUHU VALD;EHITUS;1300;2103;1782;26;20;96187;12038;17;61548;8986;15;361093;0;24862;64;39621
4;Saare maakond;MUHU VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;841;2103;1762;25;11;96187;16741;7;61548;10886;13;111140;0;4640;14;4679
4;Saare maakond;MUHU VALD;VEONDUS JA LAONDUS;3284;2103;1985;9;5;96187;5418;2;61548;4017;6;48630;0;4804;2;783
4;Saare maakond;MUHU VALD;MAJUTUS JA TOITLUSTUS;1629;2103;1315;40;18;96187;3261;7;61548;2426;21;99900;0;-4371;32;24245
4;Saare maakond;MUHU VALD;INFO JA SIDE;640;2103;3609;21;5;96187;8194;2;61548;3524;7;37254;0;7533;2;268
4;Saare maakond;MUHU VALD;FINANTS- JA KINDLUSTUSTEGEVUS;773;2103;3416;15;2;96187;1090;2;61548;735;3;3742;0;-716;2;551
4;Saare maakond;MUHU VALD;KINNISVARAALANE TEGEVUS;1705;2103;1583;29;9;96187;7045;3;61548;2942;12;58768;0;6634;8;5858
4;Saare maakond;MUHU VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1203;2103;2455;60;26;96187;14547;16;61548;8075;29;142952;0;17653;24;12220
4;Saare maakond;MUHU VALD;HALDUS- JA ABITEGEVUSED;1271;2103;1852;29;11;96187;5330;8;61548;3297;13;39214;0;2200;10;4231
4;Saare maakond;MUHU VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1903;2103;2178;3;;96187;;;61548;;0;0;0;0;86;73029
4;Saare maakond;MUHU VALD;HARIDUS;;2103;2294;7;;96187;1451;;61548;994;0;0;0;0;;
4;Saare maakond;MUHU VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;1421;2103;2657;9;4;96187;1750;4;61548;1640;0;0;0;0;40;27429
4;Saare maakond;MUHU VALD;KUNST, MEELELAHUTUS JA VABA AEG;1293;2103;1688;39;4;96187;2437;3;61548;1400;7;6051;0;-75;6;1415
4;Saare maakond;MUHU VALD;MUUD TEENINDAVAD TEGEVUSED;1089;2103;1454;46;4;96187;4523;4;61548;3748;5;859;0;-5516;5;1421
4;Saare maakond;MUHU VALD;Tegevusala määramata;820;2103;1597;2;;96187;11;;61548;9;0;0;0;0;2;564
4;Saare maakond;RUHNU VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1450;2103;1574;6;2;96187;4009;1;61548;2746;3;5265;0;-2166;2;560
4;Saare maakond;RUHNU VALD;TÖÖTLEV TÖÖSTUS;;2103;1878;1;;96187;7267;;61548;5637;0;0;0;0;;
4;Saare maakond;RUHNU VALD;MAJUTUS JA TOITLUSTUS;;2103;1315;2;;96187;3261;;61548;2426;1;0;0;-11;;
4;Saare maakond;RUHNU VALD;KINNISVARAALANE TEGEVUS;;2103;1583;2;;96187;7045;;61548;2942;0;0;0;0;;
4;Saare maakond;RUHNU VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;;2103;2455;3;;96187;14547;;61548;8075;0;0;0;0;;
4;Saare maakond;RUHNU VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1548;2103;2178;2;;96187;;;61548;;0;0;0;0;17;11565
4;Saare maakond;RUHNU VALD;HARIDUS;;2103;2294;1;;96187;1451;;61548;994;0;0;0;0;;
4;Saare maakond;RUHNU VALD;MUUD TEENINDAVAD TEGEVUSED;;2103;1454;3;;96187;4523;;61548;3748;0;0;0;0;;
4;Saare maakond;SAAREMAA VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1469;2103;1574;779;189;96187;4009;120;61548;2746;356;5353513;16472;-1244694;521;363468
4;Saare maakond;SAAREMAA VALD;MÄETÖÖSTUS;1117;2103;2238;7;5;96187;136;3;61548;100;6;23406;0;-6775;18;10200
4;Saare maakond;SAAREMAA VALD;TÖÖTLEV TÖÖSTUS;1520;2103;1878;419;213;96187;7267;161;61548;5637;240;27245579;1665334;-898656;2499;1886771
4;Saare maakond;SAAREMAA VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;1747;2103;4194;66;23;96187;675;8;61548;175;33;786384;0;17910;50;42280
4;Saare maakond;SAAREMAA VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";1627;2103;1835;12;5;96187;264;3;61548;211;5;415806;0;13241;43;32096
4;Saare maakond;SAAREMAA VALD;EHITUS;1291;2103;1782;573;305;96187;12038;235;61548;8986;348;7262935;0;351492;793;449327
4;Saare maakond;SAAREMAA VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1462;2103;1762;578;290;96187;16741;186;61548;10886;352;19046165;260101;268968;1112;754493
4;Saare maakond;SAAREMAA VALD;VEONDUS JA LAONDUS;1402;2103;1985;166;83;96187;5418;65;61548;4017;100;4207383;100;270618;572;383443
4;Saare maakond;SAAREMAA VALD;MAJUTUS JA TOITLUSTUS;1219;2103;1315;303;116;96187;3261;74;61548;2426;160;2990719;0;-3255;675;335997
4;Saare maakond;SAAREMAA VALD;INFO JA SIDE;1901;2103;3609;255;84;96187;8194;50;61548;3524;100;454621;0;32455;99;75759
4;Saare maakond;SAAREMAA VALD;FINANTS- JA KINDLUSTUSTEGEVUS;2604;2103;3416;77;7;96187;1090;4;61548;735;9;12365;0;611;6;8250
4;Saare maakond;SAAREMAA VALD;KINNISVARAALANE TEGEVUS;1577;2103;1583;447;124;96187;7045;46;61548;2942;161;4056546;0;-144834;110;70035
4;Saare maakond;SAAREMAA VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1740;2103;2455;681;227;96187;14547;136;61548;8075;234;1736356;0;145421;254;179120
4;Saare maakond;SAAREMAA VALD;HALDUS- JA ABITEGEVUSED;1066;2103;1852;322;102;96187;5330;57;61548;3297;117;577279;0;38463;110;42228
4;Saare maakond;SAAREMAA VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";2074;2103;2178;18;;96187;;;61548;;2;59903;0;-19996;1648;1304668
4;Saare maakond;SAAREMAA VALD;HARIDUS;1827;2103;2294;167;21;96187;1451;15;61548;994;26;133228;10;12043;227;171980
4;Saare maakond;SAAREMAA VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;2507;2103;2657;89;28;96187;1750;27;61548;1640;6;2800263;0;5309;745;754360
4;Saare maakond;SAAREMAA VALD;KUNST, MEELELAHUTUS JA VABA AEG;1518;2103;1688;455;43;96187;2437;29;61548;1400;71;263592;3160;1922;130;68955
4;Saare maakond;SAAREMAA VALD;MUUD TEENINDAVAD TEGEVUSED;1176;2103;1454;587;81;96187;4523;66;61548;3748;55;196055;0;22192;188;76215
4;Saare maakond;SAAREMAA VALD;Tegevusala määramata;;2103;1597;9;;96187;11;;61548;9;0;0;0;0;;
4;Tartu maakond;ELVA VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1616;2103;1574;211;89;96187;4009;62;61548;2746;117;2472322;0;-124892;277;209871
4;Tartu maakond;ELVA VALD;MÄETÖÖSTUS;1757;2103;2238;6;4;96187;136;4;61548;100;6;1983710;1353325;-118403;72;63722
4;Tartu maakond;ELVA VALD;TÖÖTLEV TÖÖSTUS;1831;2103;1878;159;88;96187;7267;69;61548;5637;94;31379520;4785040;-539996;2060;1927951
4;Tartu maakond;ELVA VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;1307;2103;4194;26;8;96187;675;3;61548;175;8;91854;0;10688;12;6298
4;Tartu maakond;ELVA VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";;2103;1835;4;;96187;264;;61548;211;1;0;0;-64;;
4;Tartu maakond;ELVA VALD;EHITUS;1245;2103;1782;291;147;96187;12038;104;61548;8986;165;3044809;0;74086;287;156026
4;Tartu maakond;ELVA VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1504;2103;1762;202;97;96187;16741;61;61548;10886;108;7223798;0;289181;431;254391
4;Tartu maakond;ELVA VALD;VEONDUS JA LAONDUS;1160;2103;1985;61;37;96187;5418;27;61548;4017;40;1259048;0;31806;151;73421
4;Tartu maakond;ELVA VALD;MAJUTUS JA TOITLUSTUS;1027;2103;1315;52;20;96187;3261;13;61548;2426;30;203642;0;10491;46;16671
4;Tartu maakond;ELVA VALD;INFO JA SIDE;4561;2103;3609;79;23;96187;8194;14;61548;3524;29;1364430;0;-36779;139;342938
4;Tartu maakond;ELVA VALD;FINANTS- JA KINDLUSTUSTEGEVUS;2191;2103;3416;29;2;96187;1090;2;61548;735;1;1199;0;264;4;3115
4;Tartu maakond;ELVA VALD;KINNISVARAALANE TEGEVUS;1201;2103;1583;126;33;96187;7045;14;61548;2942;42;220553;0;-6516;21;7543
4;Tartu maakond;ELVA VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1664;2103;2455;199;67;96187;14547;40;61548;8075;65;265503;0;17188;58;32008
4;Tartu maakond;ELVA VALD;HALDUS- JA ABITEGEVUSED;1005;2103;1852;119;39;96187;5330;19;61548;3297;54;807311;0;95636;88;37199
4;Tartu maakond;ELVA VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1629;2103;2178;4;;96187;;;61548;;0;0;0;0;735;575342
4;Tartu maakond;ELVA VALD;HARIDUS;391;2103;2294;58;3;96187;1451;1;61548;994;5;2290;0;-1849;1;216
4;Tartu maakond;ELVA VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;2747;2103;2657;56;25;96187;1750;23;61548;1640;5;1190243;0;591;686;718734
4;Tartu maakond;ELVA VALD;KUNST, MEELELAHUTUS JA VABA AEG;1305;2103;1688;157;21;96187;2437;11;61548;1400;19;154011;0;14804;61;33482
4;Tartu maakond;ELVA VALD;MUUD TEENINDAVAD TEGEVUSED;934;2103;1454;184;29;96187;4523;23;61548;3748;15;45838;0;5802;33;8215
4;Tartu maakond;ELVA VALD;Tegevusala määramata;648;2103;1597;12;;96187;11;;61548;9;0;0;0;0;1;393
4;Tartu maakond;KAMBJA VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1976;2103;1574;240;74;96187;4009;49;61548;2746;111;2623091;0;-44821;131;125266
4;Tartu maakond;KAMBJA VALD;MÄETÖÖSTUS;;2103;2238;4;;96187;136;;61548;100;1;0;0;0;;
4;Tartu maakond;KAMBJA VALD;TÖÖTLEV TÖÖSTUS;1836;2103;1878;201;114;96187;7267;87;61548;5637;128;16960789;1397042;136015;1045;967536
4;Tartu maakond;KAMBJA VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;820;2103;4194;13;5;96187;675;1;61548;175;10;11824;0;-3941;1;334
4;Tartu maakond;KAMBJA VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";2528;2103;1835;14;3;96187;264;1;61548;211;4;435192;0;48449;51;68343
4;Tartu maakond;KAMBJA VALD;EHITUS;1493;2103;1782;409;217;96187;12038;161;61548;8986;261;9426173;12018;133097;747;540305
4;Tartu maakond;KAMBJA VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1787;2103;1762;439;222;96187;16741;143;61548;10886;270;21157022;487787;2235106;708;609150
4;Tartu maakond;KAMBJA VALD;VEONDUS JA LAONDUS;1557;2103;1985;126;68;96187;5418;46;61548;4017;74;4465584;0;-444905;632;470401
4;Tartu maakond;KAMBJA VALD;MAJUTUS JA TOITLUSTUS;995;2103;1315;42;14;96187;3261;10;61548;2426;20;228802;0;6555;23;8646
4;Tartu maakond;KAMBJA VALD;INFO JA SIDE;2933;2103;3609;135;44;96187;8194;23;61548;3524;50;928709;1210;133254;50;57813
4;Tartu maakond;KAMBJA VALD;FINANTS- JA KINDLUSTUSTEGEVUS;1589;2103;3416;65;6;96187;1090;2;61548;735;6;13438;0;1791;5;3979
4;Tartu maakond;KAMBJA VALD;KINNISVARAALANE TEGEVUS;1301;2103;1583;255;83;96187;7045;31;61548;2942;113;1521094;0;-62178;68;29695
4;Tartu maakond;KAMBJA VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;2547;2103;2455;388;127;96187;14547;75;61548;8075;133;2567880;20772;-50690;318;376025
4;Tartu maakond;KAMBJA VALD;HALDUS- JA ABITEGEVUSED;1283;2103;1852;155;61;96187;5330;41;61548;3297;66;892512;0;86972;146;76735
4;Tartu maakond;KAMBJA VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1943;2103;2178;2;;96187;;;61548;;0;0;0;0;569;516301
4;Tartu maakond;KAMBJA VALD;HARIDUS;2838;2103;2294;84;11;96187;1451;9;61548;994;13;217093;0;22153;119;146888
4;Tartu maakond;KAMBJA VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;1416;2103;2657;47;9;96187;1750;8;61548;1640;1;46;0;10;47;26719
4;Tartu maakond;KAMBJA VALD;KUNST, MEELELAHUTUS JA VABA AEG;1320;2103;1688;158;17;96187;2437;8;61548;1400;19;179562;0;-42330;77;45331
4;Tartu maakond;KAMBJA VALD;MUUD TEENINDAVAD TEGEVUSED;1055;2103;1454;165;46;96187;4523;41;61548;3748;24;109728;0;1267;61;20770
4;Tartu maakond;KAMBJA VALD;Tegevusala määramata;;2103;1597;5;;96187;11;;61548;9;0;0;0;0;;
4;Tartu maakond;KASTRE VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1601;2103;1574;113;48;96187;4009;32;61548;2746;68;1264967;11981;-146387;115;89978
4;Tartu maakond;KASTRE VALD;TÖÖTLEV TÖÖSTUS;1914;2103;1878;65;34;96187;7267;29;61548;5637;40;5268955;779072;101251;232;222302
4;Tartu maakond;KASTRE VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;820;2103;4194;7;4;96187;675;1;61548;175;7;5826;0;-148;1;321
4;Tartu maakond;KASTRE VALD;EHITUS;1448;2103;1782;148;80;96187;12038;57;61548;8986;89;2128138;57090;16311;221;152510
4;Tartu maakond;KASTRE VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1211;2103;1762;127;50;96187;16741;33;61548;10886;66;857875;0;12181;63;28047
4;Tartu maakond;KASTRE VALD;VEONDUS JA LAONDUS;1388;2103;1985;31;16;96187;5418;12;61548;4017;19;348821;0;25344;32;15943
4;Tartu maakond;KASTRE VALD;MAJUTUS JA TOITLUSTUS;3890;2103;1315;14;3;96187;3261;1;61548;2426;4;3924;0;-196;1;2205
4;Tartu maakond;KASTRE VALD;INFO JA SIDE;2063;2103;3609;35;14;96187;8194;9;61548;3524;17;107240;0;12189;14;13616
