Registrikood;Nimi;Liik;Registreeritud käibemaksukohustuslaste registrisse;EMTAK tegevusvaldkond, mis on EMTAKi struktuuris tähistatud tähtkoodiga;Maakond;Riiklikud Maksud;Tööjõumaksud Ja Maksed;Kaive;Tootajaid
80424688;MTÜ ORISSAARE KALASADAM;Mittetulundusühing;ei;MUUD TEENINDAVAD TEGEVUSED;Saare ( Saaremaa vald );103,36;0;;
80424694;MITTETULUNDUSÜHING OJAVEERE;Mittetulundusühing;jah;TERVISHOID JA SOTSIAALHOOLEKANNE;Rapla ( Rapla vald );1289,55;4363,38;1416,5;7
80424731;MTÜ EESTI PIANISTIDE LIIT;Mittetulundusühing;ei;KUNST, MEELELAHUTUS JA VABA AEG;Harju ( Tallinn );3169;3285;;
80424783;TALLINN, VANA-KALAMAJA TN 21 KORTERIÜHISTU;Mittetulundusühing;jah;KINNISVARAALANE TEGEVUS;;1,6;0;6226,54;
80424820;MTÜ MUIRGEL;Mittetulundusühing;ei;TERVISHOID JA SOTSIAALHOOLEKANNE;Rapla ( Rapla vald );1853,74;1936,31;;10
80424895;MITTETULUNDUSÜHING WOLFY MEEDIA;Mittetulundusühing;ei;INFO JA SIDE;Ida-Viru ( Jõhvi vald );400,23;417,99;;2
80424910;MITTETULUNDUSÜHING TÕSTAMAA KÄSITÖÖKESKUS;Mittetulundusühing;ei;MUUD TEENINDAVAD TEGEVUSED;Pärnu ( Pärnu linn );424,44;476,42;;1
80424926;MTÜ MAAKONDLIKUD ARENDUSKESKUSED;Mittetulundusühing;jah;MUUD TEENINDAVAD TEGEVUSED;Järva ( Paide linn );15026,7;14070,83;;3
80424961;SINU EDU MTÜ;Mittetulundusühing;ei;MUUD TEENINDAVAD TEGEVUSED;Ida-Viru ( Narva linn );886,85;944,39;;1
80424978;PÕHJA-SAKALA VALD, VÕHMA LINN, SPORDI TN 3 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;62,18;62,18;;
80424990;JÕELÄHTME VALD, LOO ALEVIK, KUUSIKU TEE 20 KORTERIÜHISTU;Mittetulundusühing;ei;;;665,17;621,84;;
80425089;TALLINN, HELME TN 13A // 13B KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;801,79;837,43;;1
80425162;AIRSPORT LENNUKLUBI;Mittetulundusühing;ei;;Harju ( Rae vald );1952,48;2128,76;;2
80425216;MTÜ LÄÄNE-HARJU LASTERIKKAD;Mittetulundusühing;jah;MUUD TEENINDAVAD TEGEVUSED;Harju ( Keila linn );10026,44;7367,4;35406,71;5
80425222;TORI VALD, SINDI LINN, KOOLI TN 7B KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;1140,02;1147,64;;1
80425280;TARTU LINN, JAKOBI TN 35 KORTERIÜHISTU;Mittetulundusühing;ei;;;106;114,7;;1
80425297;MITTETULUNDUSÜHING VALGAMAA ÜHISTRANSPORDIKESKUS;Mittetulundusühing;ei;VEONDUS JA LAONDUS;Valga ( Valga vald );5044,57;5344,07;;1
80425363;TALLINN, PIRITA TEE 20A KORTERIÜHISTU;Mittetulundusühing;jah;KINNISVARAALANE TEGEVUS;;490,81;0;131715,46;
80425372;PÄRNU LINN, RAVI TN 1 KORTERIÜHISTU;Mittetulundusühing;ei;;;781,78;753,78;;3
80425417;TALLINN, STAADIONI TN 4 KORTERIÜHISTU;Mittetulundusühing;ei;;;486,38;504,44;;
80425446;TALLINN, J. KUNDERI TN 46 // K. TÜRNPU TN 13 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;126;131,58;;1
80425506;JALGPALLIKLUBI SILLA FC;Mittetulundusühing;ei;KUNST, MEELELAHUTUS JA VABA AEG;Ida-Viru ( Sillamäe linn );1743,26;1832,8;;
80425535;JÄRVA VALD, KOERU ALEVIK, PAIDE TEE 27 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;198,75;198,75;;
80425720;KLUBI CYCLING TARTU;Mittetulundusühing;jah;KUNST, MEELELAHUTUS JA VABA AEG;Tartu ( Tartu linn );2096,42;791,43;5998,61;1
80425742;MITTETULUNDUSÜHING KAGU ÜHISTRANSPORDIKESKUS;Mittetulundusühing;jah;;Põlva ( Põlva vald );28373,05;20927,95;76078,68;5
80425914;HALJALA VALD, AASPERE KÜLA, TRAHTERI TEE 3 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;23,89;0;;
80425950;MITTETULUNDUSÜHING IDA-VIRU ÜHISTRANSPORDIKESKUS;Mittetulundusühing;ei;VEONDUS JA LAONDUS;Ida-Viru ( Jõhvi vald );11807,04;12266,24;;2
80425989;MITTETULUNDUSÜHING SISEMINE RAHU;Mittetulundusühing;jah;TERVISHOID JA SOTSIAALHOOLEKANNE;Harju ( Saue vald );30,74;0;1265,21;
80425995;MITTETULUNDUSÜHING KOOSON;Mittetulundusühing;ei;HARIDUS;Tartu ( Luunja vald );;;;1
80426090;SILLAMÄE LINN, RANNA TN 29 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;570,4;584,55;;2
80426167;KAMBJA VALD, KAMBJA ALEVIK, MÄNNI TN 13 KORTERIÜHISTU;Mittetulundusühing;ei;;;938,92;966,82;;2
80426233;MITTETULUNDUSÜHING TARTUMAA ÜHISTRANSPORDIKESKUS;Mittetulundusühing;jah;VEONDUS JA LAONDUS;Tartu ( Tartu linn );53250,92;23339,16;305289,17;5
80426262;MITTETULUNDUSÜHING VILJANDIMAA ÜHISTRANSPORDIKESKUS;Mittetulundusühing;ei;VEONDUS JA LAONDUS;Viljandi ( Viljandi linn );9698,66;9971,8;;3
80426285;LIMU KÜLA HALDUS;Mittetulundusühing;ei;MUUD TEENINDAVAD TEGEVUSED;Harju ( Rae vald );98,74;0;;
80426316;JÕHVI VALD, JÕHVI LINN, RAHU TN 34 KORTERIÜHISTU;Mittetulundusühing;ei;HALDUS- JA ABITEGEVUSED;;521,97;535,87;;3
80426339;KOHTLA-JÄRVE LINN, NURGA TN 2 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;256,23;278,93;;
80426411;MTÜ SKATEHALL;Mittetulundusühing;ei;KUNST, MEELELAHUTUS JA VABA AEG;Tartu ( Tartu linn );686,43;185,87;8157,18;2
80426428;MITTETULUNDUSÜHING RAADI KULTUURIKODA;Mittetulundusühing;jah;;Tartu ( Tartu linn );;;0;
80426440;MTÜ ASÕP;Mittetulundusühing;ei;HARIDUS;Harju ( Tallinn );75633,07;81588,21;;206
80426523;NARVA LINN, A. PUŠKINI TN 69 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;2184,47;2293,61;;1
80426530;EESTI KESKKONNAHARIDUSE ÜHING;Mittetulundusühing;ei;HARIDUS;Tartu ( Tartu linn );8138,86;8692,93;;9
80426569;SILLAMÄE LINN, J. GAGARINI TN 11 KORTERIÜHISTU;Mittetulundusühing;ei;;;711,97;718,97;;1
80426575;PÄRNU LINN, SUUR-POSTI TN 3 KORTERIÜHISTU;Mittetulundusühing;jah;KINNISVARAALANE TEGEVUS;;0,02;0;5544,57;
80426598;MITTETULUNDUSÜHING NORTH STAR AI;Mittetulundusühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );;;6800;
80426658;MTÜ TURBA TAASKASUTUS;Mittetulundusühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Lääne ( Lääne-Nigula vald );1078,35;470,16;8098,74;1
80426670;TALLINN, NÕMME TEE 54 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;839,68;891,89;;1
80426687;MITTETULUNDUSÜHING ÕNNELIK PERE;Mittetulundusühing;ei;TERVISHOID JA SOTSIAALHOOLEKANNE;Ida-Viru ( Narva linn );2307,66;2420,23;;1
80426807;VÕRU SULGPALLIKLUBI;Mittetulundusühing;ei;KUNST, MEELELAHUTUS JA VABA AEG;Võru ( Võru linn );3106,6;3244,77;;3
80426902;MITTETULUNDUSÜHING TOOMI TEE ARENDUS;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;Harju ( Lääne-Harju vald );70,03;0;;
80427020;VÄIKE-MAARJA VALD, RAKKE ALEVIK, METSA TN 3 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;146,52;153,03;;1
80427037;MTÜ MARATONIJOOKSUD;Mittetulundusühing;jah;KUNST, MEELELAHUTUS JA VABA AEG;Harju ( Tallinn );44510,53;7683,24;268860,3;2
80427126;PÄRNU LINN, SUUR-SEPA TN 22A // 22B // VÄIKE-POSTI TN 1A // 1B KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;312,1;323,68;;
80427161;MTÜ KURESSAARE EDUKONTOR;Mittetulundusühing;ei;MUUD TEENINDAVAD TEGEVUSED;Saare ( Saaremaa vald );796,54;847,62;;1
80427184;MEDITSIINIKOOLITUSED MITTETULUNDUSÜHING;Mittetulundusühing;ei;HARIDUS;Ida-Viru ( Jõhvi vald );732,15;792,03;;1
80427221;MTÜ KULDLIIGA;Mittetulundusühing;jah;KUNST, MEELELAHUTUS JA VABA AEG;Ida-Viru ( Toila vald );6190,27;5046,47;8700;2
80427238;KOHTLA-JÄRVE LINN, SAKALA TN 6 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;320,28;348,65;;
80427244;MITTETULUNDUSÜHING CAARO SK;Mittetulundusühing;ei;KUNST, MEELELAHUTUS JA VABA AEG;Lääne-Viru ( Kadrina vald );4181,55;4511,95;;2
80427250;PÕLTSAMAA VALD, PISISAARE KÜLA, KASE TEE 1 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;207,29;210,35;;1
80427356;VIIMSI VALD, PÄRNAMÄE KÜLA, SUUR-KAARE TEE 53 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;206,53;210,34;;
80427451;MITTETULUNDUSÜHING EESTI TANTSUHUVIHARIDUSE LIIT;Mittetulundusühing;ei;MUUD TEENINDAVAD TEGEVUSED;Harju ( Tallinn );7277,95;8253,26;;2
80427505;MITTETULUNDUSÜHING TERVISEHARIDUSE KESKUS;Mittetulundusühing;ei;HARIDUS;Harju ( Tallinn );51,15;54,25;;
80427540;KOHTLA-JÄRVE LINN, E. VILDE TN 6 KORTERIÜHISTU;Mittetulundusühing;ei;;;213,53;232,44;;1
80427557;KOHTLA-JÄRVE LINN, JÄRVEKÜLA TEE 61A KORTERIÜHISTU;Mittetulundusühing;ei;HALDUS- JA ABITEGEVUSED;;383,27;416,26;;1
80427646;KOHTLA-JÄRVE LINN, JÄRVEKÜLA TEE 49 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;366,71;381,49;;1
80427669;KOHTLA-JÄRVE LINN, PÄRNA TN 26 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;170,81;185,95;;
80427675;MTÜ JALGPALLIKOOL FC TALLINN;Mittetulundusühing;ei;HARIDUS;Harju ( Tallinn );22703,63;24105,47;;14
80427698;KEHTNA VALD, KEHTNA ALEVIK, KOOLI TN 15 KORTERIÜHISTU;Mittetulundusühing;ei;;;644,64;684,48;;1
80427942;VILJANDI LINN, LEOLA TN 8 KORTERIÜHISTU;Mittetulundusühing;ei;;;50,31;53,97;;
80427965;KOHTLA-JÄRVE LINN, L. KOIDULA TN 5 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;89,91;94,53;;3
80427994;TALLINN, PIKALIIVA TN 92, RÕUGU TN 2 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;244,02;208,92;;
80428083;KOHTLA-JÄRVE LINN, KESKALLEE 32 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;170,81;185,95;;
80428120;KOHTLA-JÄRVE LINN, JÄRVEKÜLA TEE 71 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;188,09;194,59;;1
80428137;KOHTLA-JÄRVE LINN, JÄRVEKÜLA TEE 65A KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;434,36;473,02;;
80428143;KOHTLA-JÄRVE LINN, AIA TN 9 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;384,34;418,39;;
80428255;TALLINN, KUNGLA TN 12A KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;252,65;256,37;;1
80428278;MTÜ SUUNATULI;Mittetulundusühing;ei;TERVISHOID JA SOTSIAALHOOLEKANNE;Harju ( Tallinn );1504,97;1576,13;;5
80428290;KOHTLA-JÄRVE LINN, KESKALLEE 3 KORTERIÜHISTU;Mittetulundusühing;ei;;;300,26;332,82;;1
80428321;KOHTLA-JÄRVE LINN, JÄRVEKÜLA TEE 73 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;512,82;516,39;;2
80428338;MTÜ LIIKUV EESTI;Mittetulundusühing;jah;KUNST, MEELELAHUTUS JA VABA AEG;Harju ( Tallinn );;;0;
80428350;KOHTLA-JÄRVE LINN, TORUJÕE TN 8 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;292,73;301,74;;1
80428404;KOHTLA-JÄRVE LINN, VAHTRA TN 25 KORTERIÜHISTU;Mittetulundusühing;ei;;;348,79;370,28;;1
80428410;MITTETULUNDUSÜHING PASTEL;Mittetulundusühing;ei;KUNST, MEELELAHUTUS JA VABA AEG;Viljandi ( Viljandi linn );625,11;676,44;;1
80428427;ANIJA VALD, KEHRA LINN, AIA TN 3 KORTERIÜHISTU;Mittetulundusühing;ei;;;426,37;432,64;;1
80428462;LASTE JA NOORTE ÕPPEKESKUS;Mittetulundusühing;ei;HARIDUS;Harju ( Rae vald );;;;1
80428509;TALLINN, JÕE TN 3 KORTERIÜHISTU;Mittetulundusühing;jah;HALDUS- JA ABITEGEVUSED;;67,97;0;27550,19;
80428686;PÄRNU LINN, LAVASSAARE ALEV, PÄRNA TN 8 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;;;;1
80428700;RAE VALD, PEETRI ALEVIK, PARGI TEE 3 // 5 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;335,87;363,45;;1
80428717;HAAPSALU LINN, UUEMÕISA ALEVIK, KAARE TN 12 KORTERIÜHISTU;Mittetulundusühing;ei;;;258,76;268,36;;
80428775;LIIVAKE-ART ÜHENDUS;Mittetulundusühing;ei;KUNST, MEELELAHUTUS JA VABA AEG;Ida-Viru ( Lüganuse vald );1168,92;1239,3;;1
80428806;KAMBJA VALD, ÜLENURME ALEVIK, MÄNNIKÄBI TN 13 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;41,96;43,51;;
80428901;SAAREMAA VALD, KURESSAARE LINN, MERIKOTKA TN 9 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;8,41;0;;
80428976;KOHTLA-JÄRVE LINN, TUUSLARI TN 5 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;255,21;277,91;;
80428999;TALLINNA JALGPALLIKOOL LEGION;Mittetulundusühing;jah;HARIDUS;Harju ( Tallinn );11941,6;12762,48;322,38;8
80429025;PÄRNU LINN, PAPINIIDU TN 36 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;104,66;109,31;;1
80429059;PERE TEATER FLYING COW;Mittetulundusühing;ei;KUNST, MEELELAHUTUS JA VABA AEG;Harju ( Tallinn );633,05;703,68;;2
80429065;SAAREMAA VALD, VALJALA ALEVIK, TOOMINGA TN 4 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;163;163;;
80429102;LOKSA LINN, PAPLI TN 5 KORTERIÜHISTU;Mittetulundusühing;ei;;;68,48;77,6;;1
80429154;TALLINN, SÕLE TN 18 KORTERIÜHISTU;Mittetulundusühing;ei;;;4645,92;4806,23;;6
80429160;VÄIKE-MAARJA VALD, LIIVAKÜLA, KASE KORTERIÜHISTU;Mittetulundusühing;ei;;;24,87;24,87;;
80429190;MITTETULUNDUSÜHING MINU RIIK;Mittetulundusühing;ei;MUUD TEENINDAVAD TEGEVUSED;Harju ( Tallinn );1799,39;1825,89;;2
80429214;KOHTLA-JÄRVE LINN, SAKALA TN 1 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;320,28;348,65;;
80429243;VÄIKE-MAARJA VALD, RAKKE ALEVIK, TÄHE TN 4 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;240,21;259,95;;1
80429289;TARTU LINN, KURU TN 18 // 22 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;270,2;287;;
80429319;VALGA VALD, ÕRU ALEVIK, KOOLI TN 5 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;16,88;0;;
80429326;TALLINN, KADAKA TEE 137 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;485,16;503,16;;
80429332;KADRINA VALD, KADRINA ALEVIK, KALEVIPOJA TN 5 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;156,8;174,71;;1
80429355;PÄRNU LINN, SUUR-POSTI TN 1 KORTERIÜHISTU;Mittetulundusühing;jah;KINNISVARAALANE TEGEVUS;;8,07;0;24323,1;
80429390;EESTI ELEKTROONILISE MUUSIKA SELTS;Mittetulundusühing;ei;KUNST, MEELELAHUTUS JA VABA AEG;Harju ( Tallinn );40;40;;
80429438;KOHILA VALD, KOHILA ALEV, KAPA TN 4 KORTERIÜHISTU;Mittetulundusühing;ei;;;141,21;144,68;;1
80429510;MITTETULUNDUSÜHING SAAREMAA RALLI;Mittetulundusühing;jah;KUNST, MEELELAHUTUS JA VABA AEG;Saare ( Saaremaa vald );0;0;5016;
80429548;TALLINN, RÕUGU TN 1 KORTERIÜHISTU;Mittetulundusühing;ei;;;880,2;880,2;;
80429562;KOHTLA-JÄRVE LINN, TORUJÕE TN 10 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;81,32;82,54;;1
80429622;FEMLENS MTÜ;Mittetulundusühing;ei;HARIDUS;Ida-Viru ( Narva linn );384,54;427,91;;
80429668;KOHTLA-JÄRVE LINN, AIA TN 7 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;434,36;473,02;;
80429674;KOHTLA-JÄRVE LINN, OLEVI TN 27 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;1546,52;1681,34;;4
80429740;PÄRNU LINN, LAVASSAARE ALEV, PÄRNA TN 10 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;303,95;305,51;;2
80429757;KOHTLA-JÄRVE LINN, PÄRNA TN 27 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;941,76;1035,09;;1
80429800;TALLINN, MUSTAMÄE TEE 163 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;1724,79;1770,54;;2
80429817;TALLINN, RAVILA TN 3 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;161,98;169,18;;1
80429823;LOKSA LINN, POSTI TN 7 KORTERIÜHISTU;Mittetulundusühing;ei;;;;;;1
80429846;MITTETULUNDUSÜHING EESTI MOE FESTIVAL;Mittetulundusühing;jah;KUNST, MEELELAHUTUS JA VABA AEG;Tartu ( Tartu linn );250,4;280,13;581,3;
80429875;KOHTLA-JÄRVE LINN, UUS TN 3 KORTERIÜHISTU;Mittetulundusühing;ei;HALDUS- JA ABITEGEVUSED;;678,24;726,08;;
80429929;TALLINN, ODRA TN 12 KORTERIÜHISTU;Mittetulundusühing;ei;;;1250,83;1283,4;;1
80430039;MAARDU LINN, AVAR TN 3 KORTERIÜHISTU;Mittetulundusühing;ei;;;1043,32;1072,57;;1
80430068;LUUNJA VALD, LOHKVA KÜLA, METSASARVE TEE 2 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;419,68;435,24;;
80430080;MITTETULUNDUSÜHING TULEVIKU MEEDIA;Mittetulundusühing;ei;INFO JA SIDE;Harju ( Tallinn );4706,52;4982,48;;1
80430105;RAE VALD, PEETRI ALEVIK, SINILILLE TEE 2 KORTERIÜHISTU;Mittetulundusühing;ei;;;907,48;941,12;;
80430171;SAAREMAA VALD, KURESSAARE LINN, TEHNIKA TN 1 KORTERIÜHISTU;Mittetulundusühing;ei;;;490,24;490,24;;
80430217;TALLINN, SUPLUSE PST 5 KORTERIÜHISTU;Mittetulundusühing;jah;KINNISVARAALANE TEGEVUS;;15,07;0;9036,97;
80430269;VÕRU VALD, VASTSELIINA ALEVIK, RAHU TN 5 KORTERIÜHISTU;Mittetulundusühing;ei;MUUD TEENINDAVAD TEGEVUSED;;133,98;142,11;;
80430387;KOHTLA-JÄRVE LINN, L. KOIDULA TN 2 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;449,55;481,71;;3
80430401;VIIMSI VALD, HAABNEEME ALEVIK, IDAPÕLLU TEE 6 KORTERIÜHISTU;Mittetulundusühing;ei;;;519,77;519,77;;
80430507;KOHTLA-JÄRVE LINN, KESKALLEE 4 KORTERIÜHISTU;Mittetulundusühing;ei;;;248,1;254,53;;1
80430520;MITTETULUNDUSÜHING CEESEN;Mittetulundusühing;ei;MUUD TEENINDAVAD TEGEVUSED;Tartu ( Tartu linn );1084,16;1172,16;;
80430588;KOHTLA-JÄRVE LINN, VAHTRA TN 8 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;736,65;801,91;;
80430677;JÕELÄHTME VALD, LOO ALEVIK, KUUSIKU TEE 22 KORTERIÜHISTU;Mittetulundusühing;ei;;;43,33;0;;
80430694;OTEPÄÄ VALD, OTEPÄÄ LINN, MUNAMÄE TN 14 KORTERIÜHISTU;Mittetulundusühing;ei;;;648,84;672,84;;
80430708;VIRU-NIGULA VALD, VIRU-NIGULA ALEVIK, MAARJA TN 10 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;145,05;160,67;;1
80430737;TALLINN, PAEPARGI TN 35 KORTERIÜHISTU;Mittetulundusühing;ei;;;617,43;632,05;;1
80430772;TOILA VALD, JÄRVE KÜLA, JÄRVE KÜLA 3 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;146,89;152,34;;
80430795;KOHILA VALD, KOHILA ALEV, KELGUMÄE TN 2 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;314;327,95;;1
80430826;SILLAMÄE LINN, KESK TN 35 KORTERIÜHISTU;Mittetulundusühing;ei;;;103,63;105,15;;1
80430938;VALGA VALD, ÕRU ALEVIK, KOOLI TN 3 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;39,6;40,56;;1
80430950;VALGA VALD, ÕRU ALEVIK, KOOLI TN 1 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;46,2;49,56;;1
80430967;KOHTLA-JÄRVE LINN, PÄRNA TN 21 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;264,18;270,39;;1
80430988;TALLINN, NIIDI TN 3 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;40,49;42,29;;1
80431027;VALGA VALD, ÕRU ALEVIK, RINGTEE 2 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;21,45;23,01;;1
80431033;TALLINN, LASNAMÄE TN 4A, LASNAMÄE TN 4B, LASNAMÄE TN 4C KORTERIÜHISTU;Mittetulundusühing;jah;;;532,61;0;102442,42;
80431062;TALLINN, TERASE TN 16 KORTERIÜHISTU;Mittetulundusühing;jah;KINNISVARAALANE TEGEVUS;;11,2;0;13191,09;
80431079;TALLINN, ROTERMANNI TN 18 KORTERIÜHISTU;Mittetulundusühing;jah;;;1049,28;0;81843,28;
80431116;KOHTLA-JÄRVE LINN, KALEVI TN 17 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;211,65;225,82;;1
80431180;TALLINN, RAHUMÄE TEE 3F KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;114,34;114,34;;
80431228;MAARDU LINN, KEEMIKUTE TN 30 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;165,8;168,24;;1
80431369;KOHTLA-JÄRVE LINN, LEHE TN 7 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;246,29;261,05;;1
80431381;KOHTLA-JÄRVE LINN, KESKALLEE 24 KORTERIÜHISTU;Mittetulundusühing;ei;HALDUS- JA ABITEGEVUSED;;459,99;467,69;;2
80431406;SILLAMÄE LINN, M. RUMJANTSEVI TN 1 KORTERIÜHISTU;Mittetulundusühing;ei;;;415,37;420,96;;2
80431412;KOHILA VALD, KOHILA ALEV, SIDE TN 6 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;1042,54;1070,45;;1
80431429;PÄRNU LINN, LIIVA TN 6 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;118,8;121,68;;1
80431518;TALLINN, ÕISMÄE TEE 112A KORTERIÜHISTU;Mittetulundusühing;ei;;;1952,04;1982,72;;2
80431582;VIRU-NIGULA VALD, VIRU-NIGULA ALEVIK, MAARJA TN 8 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;124,33;137,69;;1
80431636;TALLINN, SUUR-PATAREI TN 3 KORTERIÜHISTU;Mittetulundusühing;ei;;;42,72;0;;
80431642;TORI VALD, SINDI LINN, JAAMA TN 4 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;207,72;218,22;;1
80431671;PÄEVAKOERA HALDUS MTÜ;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );0,25;0;;
80431725;KLIINIKUMI NAISKOOR;Mittetulundusühing;ei;KUNST, MEELELAHUTUS JA VABA AEG;Tartu ( Tartu linn );518,08;573,84;;1
80431814;MTÜ SETO KÜÜK;Mittetulundusühing;ei;MUUD TEENINDAVAD TEGEVUSED;Võru ( Setomaa vald );2056,9;2225,86;;1
80431917;VÄIKE-MAARJA VALD, VÄIKE-MAARJA ALEVIK, SÄDE TN 1A KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;358,86;368,2;;2
80431961;VALGA VALD, ÕRU ALEVIK, RINGTEE 5 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;9,13;0;;
80431978;RAE VALD, RAE KÜLA, KOPLIPERE TEE 29 KORTERIÜHISTU;Mittetulundusühing;jah;;;28,8;0;12889,63;
80432096;TALLINN, KAUPMEHE TN 4 KORTERIÜHISTU;Mittetulundusühing;ei;;;1384,46;1384,46;;
